소속사,그룹,연예인 이름,사건 날짜,사건 내용 (날짜+내용 전체)
[2]
2.2.
판다
접촉 관련 중국의 억지 비난 피해
[편집]"
YG,블랙핑크,제니,2020년 11월 4일,"2020년 11월 4일 블랙핑크는 웹 예능
24/365 with BLACKPINK
예고편을 공개했다. 해당 영상에서 멤버들은
에버랜드
의
판다월드
를 찾아 생후 100일을 맞은
아기판다
를 만났다. 우리 철창 사이로 손을 뻗어 아기판다를 만지고, 잠시 후에는 사육사가 꺼내 준 판다를 직접 만나 포옹을 하기도 했는데, 이는 곧바로 중국 네티즌들 특유의 억지적인 비난으로 이어졌다.
관련 기사 #1
#2
중국의 SNS와 커뮤니티에서는 중국인 특유의 비난 여론이 엄청 거세다. 두꺼운 화장을 하고서 장갑 없이 판다와 직접 접촉했다는 것이 중국 누리꾼들이 억지 논리로 지적하는 부분이다. 일부 중국 네티즌은 한국 정부기관과 에버랜드까지 해시태그해 중국의 '국보'인 판다를 불법 훼손한 행위를 즉각 사과하라고 억지를 부리며 판다를 돌려줄 것을 강요했다.
[3]
하지만 중국 네티즌들이 특유의 억지를 부리며 주장한 내용과는 약간 차이가 있게도 영상 속 블랙핑크 멤버들은 후반부에 장갑과 마스크를 낀 채 출산한
엄마 판다
를 위한 특식을 준비하는가 하면, 전문 사육사의 안내에 따라 철창 너머의
아빠 판다
에게 손짓을 하며 건강검진을 한다. 아기 판다와 만날 때 역시 마스크에 장갑까지 착용하였으며 조심스럽게 아기 판다를 품에 안는다. 에버랜드 측은 ""블랙핑크의 촬영은 사육사들의 참여 아래 문제 없이 손소독 등 적절한 절차에 따라 이뤄졌다""고 논란을 일축했다.
결국 중국인들의 억지 주장들에 의하여 11월 7일 업로드 예정이었던 BLACKPINK -
24/365 with BLACKPINK
Last Episode 영상은 공개가 보류되었으며, 끝내 공개되지 못했다.
한국 및 다른 국가에서는 “중국 공산당이
방탄소년단
에 이어
BLACKPINK
도 사냥하려고 든다.”라는 여론이 지배적이다. 또
중국인들이 이런 억지 비난을 하는 것이 한두 번이 아니라
이유 없는 때리기라는 여론이 거세다. 실제로 예전에 중국의 레전드
NBA
농구선수인
야오밍
도
판다를 맨손으로 만졌지만 중국인이라는 이유에서였는지 그 때 당시엔 비난이 없었다.
또한 정작 문제의 판다인
러바오
와
아이바오
는
중국 동물원
에서 생활하던 시절 동물 학대를 당한 경험이 있다.
2.3.
아디다스 기념 행사 지각
[편집]"
YG,블랙핑크,제니,"2019년
10월 9일","2019년
10월 9일
오전, 서울 영등포구
타임스퀘어
에서 열린
아디다스
70주년 기념 '울트라부스트 한글' 러닝화 런칭 기념 행사에 약 20분 가량 지각한 사건.
YG엔터테인먼트
측은 교통체증으로 인한 불가피한 지연 사태라고 밝혔다.
이로 인해 본 행사를 위해 내한한
데이비드 베컴
과의 만남이 한 시간 정도 지체되었다.
#
행사 관계자는 ""블랙핑크가 지각한 부분에 대해 베컴이 특별히 불평을 제기하거나 불만을 드러내지는 않았다.“ 며 ”베컴은 현장에서 팬들에게 그 누구보다 기분 좋은 모습으로 팬서비스를 보여줬다""고 밝혔다.
3.
개인
[편집]
3.1.
제니
[편집]
3.1.1.
방역수칙 위반 루머 피해
[편집]"
YG,블랙핑크,제니,2021년 4월 14일,"2021년 4월 14일, 자신의
인스타그램
에 경기도 파주시에 위치한 한
수목원
에서 찍은 사진들을 게시했다. 문제는
제니
포함 7명이 모여서 아이스크림을 손에 들고 있는 사진이
코로나19
방역 수칙인 5인 이상 사적 모임 금지 수칙을 위반한 것이 아니냐는 의혹이 제기되었고 한
국내야구 갤러리
의 안티팬이 국민신문고를 통해 파주시에
민원을 넣었다
. 해당 수목원은 공식
블로그
통해 제니가 스케줄 때문에 수목원을 방문했다고 해명했고, 소속사 YG측에서도 영상 콘텐츠 촬영 때문에 방문하였다고 해명했다.
이후 민원을 접수한 파주시 측에서 조사에 들어갔고, 결국
파주시는 방역수칙을 위반하지 않았다고 결론을 내렸다
. 사전에 소속사를 통해 촬영신청서를 제출 하였으므로 방역수칙 위반이 아니라는 것이 파주시의 입장이다.
#
3.1.2.
실내 흡연 논란
[편집]
또 터진 연예인 실내 흡연 논란…이번엔 블랙핑크 제니"
YG,블랙핑크,제니,2024년 7월 2일,"2024년 7월 2일, 유튜브 브이로그에 올라온 순간적인 전자담배 흡연 장면을 한 해외 네티즌이
X
에 게재하며 알려졌다. 제니는 이탈리아 카프리로 한 패션 브랜드의 패션쇼 참석을 위해 출국하였는데, 런웨이 직전 헤어와 메이크업을 받던 중 스쳐 지나간 흡연 장면은 현재 삭제된 상태다.
7월 9일, 해당 논란에 대해 제니의 소속사
ODD ATELIER
측은 다음과 같은 입장문을 밝혔다.
#
소속사 입장문
[ 펼치기 · 접기 ]
안녕하세요.
OA엔터테인먼트입니다.
지난 2일 공개된 콘텐츠 내 제니의 행동에 불편함을 느끼신 모든 분께
진심으로 사과의 말씀을 전합니다.
제니 또한 실내에서 흡연한 점, 그로 인해 다른 스태프분들에게 피해를
드린 점에 대해 반성하고 있으며 당시 현장에 있던 스태프에게도
직접 연락을 취해 사과를 드렸습니다.
실망감을 느꼈을 팬분들께도 죄송하다는 말씀드리며,
앞으로 더 성숙하고 좋은 모습으로 보답하겠습니다.
감사합니다.
3.2.
리사
[편집]
3.2.1.
前 매니저에 의한 사기 피해
[편집]"
YG,블랙핑크,제니,"2020년
6월 2일","2020년
6월 2일 각 포털 사이트 연예부 메인에 리사가 데뷔 때부터 알고 지내던 전 매니저인 김 모 씨로부터 10억여 원의 사기 피해를 당한 사실이 뒤늦게 알려졌다. 전 매니저 김 모씨는 리사의 부동산을 대신 알아봐준다는 명분으로 리사에게서 10억여 원을 받았고, 그 돈을 도박에 탕진하여 많은 블랙핑크 팬들을 분노하게 만들었다.
이에
YG엔터테인먼트
는 공식입장을 올려 해당 매니저를 퇴사조치하였고, 피해 금액 중 일부는 변제했으며 갚지 못한 금액은 차차 변제하겠다는 약속을 받았다고 밝혔다. 변제 계획에 합의 후 현재는 퇴사한 상태이다. 또한 신뢰했던 전 매니저인 만큼 원만하게 해결하길 바란다는 리사의 뜻을 존중하여, 소속사는 매니저에게 법적 책임은 묻지 않겠다고 하였으며 걱정을 끼쳐드려 팬분들께 죄송하다는 입장문을 올리고 사건은 큰 문제 없이 잘 마무리되었다.
기사
소속사 입장문
[ 펼치기 · 접기 ]
내부적으로 파악한 결과 리사가 전 매니저 A씨로부터 사기 피해를 입은 사실을 확인했습니다.
신뢰했던 전 매니저였던 만큼 원만하게 해결되길 바라는 리사의 의사에 따라, A씨는 일부를 변제하고 나머지는 변제 계획에 합의 후 현재는 퇴사한 상태입니다.
아티스트를 사랑하는 팬분들의 심려를 끼쳐 드린 점 고개 숙여 사과드립니다.
당사는 아티스트와의 신뢰 관계를 악용한 A씨의 행각에 매우 당혹스러운 한편 관리·감독 책임을 통감하고 있습니다. 다시는 이같은 불미스러운 일이 없도록 재발방지책을 마련하고 있습니다.
네분원장 공동작명 미래작명소
www.mire2000.co.kr
작명소소개
신생아작명
개명/감명
상호/택일
40년전통 네분원장공동작명, 명품작명, KBS MBC SBS방송출연, 무료이름풀이
참이름
cn114.co.kr
KBS TV TCN YTN 출연, 매일신문운세해설10년연재,개성세련미의품격작명
청년철학관작명연구소48년전통
청년철학관작명연구소.com
운명을 확 바꿔주는 20단계 서일관 특별작명법은 48년전통의 작명 노하우입니다
[1]
뮤비·웹툰서 '성적 대상화' 지적 '봇물'…'표현의 자유' 우려도
[2]
#
[3]
전 세계 모든 판다의 소유권은 중국에 있고, 외국에는 임대 형태로 선물한다. 아기 판다는 우리나라에서 태어났지만 소유권은 여전히 중국에 있다.
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다.
장제원
노엘
만우절
김수현
폭싹 속았수다
윤석열
김유찬
마르티나(이터널 리턴)
이파리
박원순
장제원
사가라 사노스케
10초 전
J-7
10초 전
사가라 미사에
11초 전
J-20
12초 전
J-200
12초 전
4월 4일
12초 전
사가라 류노스케
13초 전
J-16
13초 전
WWE 2K25
14초 전
J-15
14초 전
'성폭력 피소' 장제원 전 의원 숨진 채 발견…현장에 유서(종합2보)
尹대통령 '운명의 날'…헌재 탄핵심판 4일 오전 11시 선고(종합)
방콕지진서 무너지는 52층 다리 뛰어넘은 한국인…""가족 구하려""
심즈5 부재가 인조이에게는 기회?...김형준 디렉터가 말하는 심즈와의 경쟁
김수현, '120억 손배소'·카톡 분석 역효과?…'김수현 방지법' 청원 등장 [엑's 이슈]
더 보기
namu.wiki
Contáctenos
Términos de uso
Operado por umanle S.R.L.
Hecho con ❤️ en Asunción, República del Paraguay
Su zona horaria es
Asia/Seoul
Impulsado por the seed engine
This site is protected by reCAPTCHA and the Google
Privacy Policy
and
Terms of Service
apply. This site is protected by hCaptcha and its
Privacy Policy
and
Terms of Service
apply.
미래로"
YG,블랙핑크,지수,,nan
YG,블랙핑크,리사,2020년 10월 2일,"2020년 10월 2일에 공개된 블랙핑크의 신곡 '
Lovesick Girls
'의 뮤직비디오에서
간호사
코스튬 의상을 입은
제니
의 모습을 두고
민주노총
산하
전국보건의료산업노동조합
이 간호사에 대한
성적 대상화
임을 주장해 결국 해당 장면이
검열
된 사건이다.
[1]
이에 대해 김헌식 대중문화평론가는 ""뮤직비디오 제작자는 성 상품화 의도가 없었다고 본다""며 창작의 자유가 과도하게 제약될 수 있음을 우려했다. 또한 YG는 아래의 입장문을 통해 ""특정한 의도는 전혀 없었으며 왜곡된 시선이 쏟아지는 것에 우려를 표한다""고 밝혔다.
소속사 입장문
[ 펼치기 · 접기 ]
블랙핑크 뮤직비디오 관련해 말씀 드립니다
먼저 현장에서 언제나 환자의 곁을 지키며 고군분투 중인 간호사 분들에게 깊은 존경의 마음을 전합니다.
'Lovesick Girls'는 우리는 왜 사랑에 상처받고 아파하면서도 또 다른 사랑을 찾아가는지에 대한 고민과 그 안에서 희망적인 메시지를 전한 곡입니다.
'Lovesick Girls' 뮤직비디오 중 간호사와 환자가 나오는 장면은 노래 가사 'No doctor could help when I’m lovesick'를 반영하였습니다.
특정한 의도는 전혀 없었으나 왜곡된 시선이 쏟아지는 것에 우려를 표합니다.
뮤직비디오도 하나의 독립 예술 장르로 바라봐 주시길 부탁드리며, 각 장면들은 음악을 표현한 것 이상 어떤 의도도 없었음을 이해해 주시면 감사하겠습니다.
제작진은 해당 장면의 편집과 관련해 깊이 고민하고 논의 중에 있습니다.
성적 대상화
의도가 없었음을 밝히고, 하나의 예술 장르로 바라봐달라는 해명에도 불구하고 지속적으로
성적 대상화
주장이 불거지자 결국 YG 측은 ""불편을 느끼신 간호사분들께 깊은 사과의 말씀 전한다""라고 간호사들에게 사과했다. 그리고 뮤직비디오에서 간호사 의상이 나오는 장면을 삭제하였다.
[2]
2.2.
판다
접촉 관련 중국의 억지 비난 피해
[편집]"
YG,블랙핑크,리사,2020년 11월 4일,"2020년 11월 4일 블랙핑크는 웹 예능
24/365 with BLACKPINK
예고편을 공개했다. 해당 영상에서 멤버들은
에버랜드
의
판다월드
를 찾아 생후 100일을 맞은
아기판다
를 만났다. 우리 철창 사이로 손을 뻗어 아기판다를 만지고, 잠시 후에는 사육사가 꺼내 준 판다를 직접 만나 포옹을 하기도 했는데, 이는 곧바로 중국 네티즌들 특유의 억지적인 비난으로 이어졌다.
관련 기사 #1
#2
중국의 SNS와 커뮤니티에서는 중국인 특유의 비난 여론이 엄청 거세다. 두꺼운 화장을 하고서 장갑 없이 판다와 직접 접촉했다는 것이 중국 누리꾼들이 억지 논리로 지적하는 부분이다. 일부 중국 네티즌은 한국 정부기관과 에버랜드까지 해시태그해 중국의 '국보'인 판다를 불법 훼손한 행위를 즉각 사과하라고 억지를 부리며 판다를 돌려줄 것을 강요했다.
[3]
하지만 중국 네티즌들이 특유의 억지를 부리며 주장한 내용과는 약간 차이가 있게도 영상 속 블랙핑크 멤버들은 후반부에 장갑과 마스크를 낀 채 출산한
엄마 판다
를 위한 특식을 준비하는가 하면, 전문 사육사의 안내에 따라 철창 너머의
아빠 판다
에게 손짓을 하며 건강검진을 한다. 아기 판다와 만날 때 역시 마스크에 장갑까지 착용하였으며 조심스럽게 아기 판다를 품에 안는다. 에버랜드 측은 ""블랙핑크의 촬영은 사육사들의 참여 아래 문제 없이 손소독 등 적절한 절차에 따라 이뤄졌다""고 논란을 일축했다.
결국 중국인들의 억지 주장들에 의하여 11월 7일 업로드 예정이었던 BLACKPINK -
24/365 with BLACKPINK
Last Episode 영상은 공개가 보류되었으며, 끝내 공개되지 못했다.
한국 및 다른 국가에서는 “중국 공산당이
방탄소년단
에 이어
BLACKPINK
도 사냥하려고 든다.”라는 여론이 지배적이다. 또
중국인들이 이런 억지 비난을 하는 것이 한두 번이 아니라
이유 없는 때리기라는 여론이 거세다. 실제로 예전에 중국의 레전드
NBA
농구선수인
야오밍
도
판다를 맨손으로 만졌지만 중국인이라는 이유에서였는지 그 때 당시엔 비난이 없었다.
또한 정작 문제의 판다인
러바오
와
아이바오
는
중국 동물원
에서 생활하던 시절 동물 학대를 당한 경험이 있다.
2.3.
아디다스 기념 행사 지각
[편집]"
YG,블랙핑크,리사,"2019년
10월 9일","2019년
10월 9일
오전, 서울 영등포구
타임스퀘어
에서 열린
아디다스
70주년 기념 '울트라부스트 한글' 러닝화 런칭 기념 행사에 약 20분 가량 지각한 사건.
YG엔터테인먼트
측은 교통체증으로 인한 불가피한 지연 사태라고 밝혔다.
이로 인해 본 행사를 위해 내한한
데이비드 베컴
과의 만남이 한 시간 정도 지체되었다.
#
행사 관계자는 ""블랙핑크가 지각한 부분에 대해 베컴이 특별히 불평을 제기하거나 불만을 드러내지는 않았다.“ 며 ”베컴은 현장에서 팬들에게 그 누구보다 기분 좋은 모습으로 팬서비스를 보여줬다""고 밝혔다.
3.
개인
[편집]
3.1.
제니
[편집]
3.1.1.
방역수칙 위반 루머 피해
[편집]"
YG,블랙핑크,리사,2021년 4월 14일,"2021년 4월 14일, 자신의
인스타그램
에 경기도 파주시에 위치한 한
수목원
에서 찍은 사진들을 게시했다. 문제는
제니
포함 7명이 모여서 아이스크림을 손에 들고 있는 사진이
코로나19
방역 수칙인 5인 이상 사적 모임 금지 수칙을 위반한 것이 아니냐는 의혹이 제기되었고 한
국내야구 갤러리
의 안티팬이 국민신문고를 통해 파주시에
민원을 넣었다
. 해당 수목원은 공식
블로그
통해 제니가 스케줄 때문에 수목원을 방문했다고 해명했고, 소속사 YG측에서도 영상 콘텐츠 촬영 때문에 방문하였다고 해명했다.
이후 민원을 접수한 파주시 측에서 조사에 들어갔고, 결국
파주시는 방역수칙을 위반하지 않았다고 결론을 내렸다
. 사전에 소속사를 통해 촬영신청서를 제출 하였으므로 방역수칙 위반이 아니라는 것이 파주시의 입장이다.
#
3.1.2.
실내 흡연 논란
[편집]
또 터진 연예인 실내 흡연 논란…이번엔 블랙핑크 제니"
YG,블랙핑크,리사,2024년 7월 2일,"2024년 7월 2일, 유튜브 브이로그에 올라온 순간적인 전자담배 흡연 장면을 한 해외 네티즌이
X
에 게재하며 알려졌다. 제니는 이탈리아 카프리로 한 패션 브랜드의 패션쇼 참석을 위해 출국하였는데, 런웨이 직전 헤어와 메이크업을 받던 중 스쳐 지나간 흡연 장면은 현재 삭제된 상태다.
7월 9일, 해당 논란에 대해 제니의 소속사
ODD ATELIER
측은 다음과 같은 입장문을 밝혔다.
#
소속사 입장문
[ 펼치기 · 접기 ]
안녕하세요.
OA엔터테인먼트입니다.
지난 2일 공개된 콘텐츠 내 제니의 행동에 불편함을 느끼신 모든 분께
진심으로 사과의 말씀을 전합니다.
제니 또한 실내에서 흡연한 점, 그로 인해 다른 스태프분들에게 피해를
드린 점에 대해 반성하고 있으며 당시 현장에 있던 스태프에게도
직접 연락을 취해 사과를 드렸습니다.
실망감을 느꼈을 팬분들께도 죄송하다는 말씀드리며,
앞으로 더 성숙하고 좋은 모습으로 보답하겠습니다.
감사합니다.
3.2.
리사
[편집]
3.2.1.
前 매니저에 의한 사기 피해
[편집]"
YG,블랙핑크,리사,"2020년
6월 2일","2020년
6월 2일 각 포털 사이트 연예부 메인에 리사가 데뷔 때부터 알고 지내던 전 매니저인 김 모 씨로부터 10억여 원의 사기 피해를 당한 사실이 뒤늦게 알려졌다. 전 매니저 김 모씨는 리사의 부동산을 대신 알아봐준다는 명분으로 리사에게서 10억여 원을 받았고, 그 돈을 도박에 탕진하여 많은 블랙핑크 팬들을 분노하게 만들었다.
이에
YG엔터테인먼트
는 공식입장을 올려 해당 매니저를 퇴사조치하였고, 피해 금액 중 일부는 변제했으며 갚지 못한 금액은 차차 변제하겠다는 약속을 받았다고 밝혔다. 변제 계획에 합의 후 현재는 퇴사한 상태이다. 또한 신뢰했던 전 매니저인 만큼 원만하게 해결하길 바란다는 리사의 뜻을 존중하여, 소속사는 매니저에게 법적 책임은 묻지 않겠다고 하였으며 걱정을 끼쳐드려 팬분들께 죄송하다는 입장문을 올리고 사건은 큰 문제 없이 잘 마무리되었다.
기사
소속사 입장문
[ 펼치기 · 접기 ]
내부적으로 파악한 결과 리사가 전 매니저 A씨로부터 사기 피해를 입은 사실을 확인했습니다.
신뢰했던 전 매니저였던 만큼 원만하게 해결되길 바라는 리사의 의사에 따라, A씨는 일부를 변제하고 나머지는 변제 계획에 합의 후 현재는 퇴사한 상태입니다.
아티스트를 사랑하는 팬분들의 심려를 끼쳐 드린 점 고개 숙여 사과드립니다.
당사는 아티스트와의 신뢰 관계를 악용한 A씨의 행각에 매우 당혹스러운 한편 관리·감독 책임을 통감하고 있습니다. 다시는 이같은 불미스러운 일이 없도록 재발방지책을 마련하고 있습니다.
네분원장 공동작명 미래작명소
www.mire2000.co.kr
작명소소개
신생아작명
개명/감명
상호/택일
40년전통 네분원장공동작명, 명품작명, KBS MBC SBS방송출연, 무료이름풀이
참이름
cn114.co.kr
KBS TV TCN YTN 출연, 매일신문운세해설10년연재,개성세련미의품격작명
청년철학관작명연구소48년전통
청년철학관작명연구소.com
운명을 확 바꿔주는 20단계 서일관 특별작명법은 48년전통의 작명 노하우입니다
[1]
뮤비·웹툰서 '성적 대상화' 지적 '봇물'…'표현의 자유' 우려도
[2]
#
[3]
전 세계 모든 판다의 소유권은 중국에 있고, 외국에는 임대 형태로 선물한다. 아기 판다는 우리나라에서 태어났지만 소유권은 여전히 중국에 있다.
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다.
장제원
노엘
만우절
김수현
폭싹 속았수다
윤석열
김유찬
마르티나(이터널 리턴)
이파리
박원순
장제원
사가라 사노스케
10초 전
J-7
10초 전
사가라 미사에
11초 전
J-20
12초 전
J-200
12초 전
4월 4일
12초 전
사가라 류노스케
13초 전
J-16
13초 전
WWE 2K25
14초 전
J-15
14초 전
'성폭력 피소' 장제원 전 의원 숨진 채 발견…현장에 유서(종합2보)
尹대통령 '운명의 날'…헌재 탄핵심판 4일 오전 11시 선고(종합)
방콕지진서 무너지는 52층 다리 뛰어넘은 한국인…""가족 구하려""
심즈5 부재가 인조이에게는 기회?...김형준 디렉터가 말하는 심즈와의 경쟁
김수현, '120억 손배소'·카톡 분석 역효과?…'김수현 방지법' 청원 등장 [엑's 이슈]
더 보기
namu.wiki
Contáctenos
Términos de uso
Operado por umanle S.R.L.
Hecho con ❤️ en Asunción, República del Paraguay
Su zona horaria es
Asia/Seoul
Impulsado por the seed engine
This site is protected by reCAPTCHA and the Google
Privacy Policy
and
Terms of Service
apply. This site is protected by hCaptcha and its
Privacy Policy
and
Terms of Service
apply.
미래로"
YG,블랙핑크,로제,,nan
